user_id,external_item_id,category_id,score,rank_no,recommend_type,reason
1,2577764,2558204,0.164977,1,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,2101968,1464116,0.160449,2,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,3080593,3607361,0.155862,3,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,1459442,4756105,0.153507,4,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,4450440,2640118,0.149977,5,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,665628,3738615,0.148411,6,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,4158470,4756105,0.146712,7,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,4293038,4756105,0.142843,8,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,3427154,4801426,0.142554,9,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
1,1864347,4756105,0.142260,10,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
100,4152963,3937192,0.178912,1,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
100,743435,2217187,0.164483,2,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
100,1819353,2495340,0.162473,3,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
100,3520504,2355072,0.157355,4,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
100,1379885,2355072,0.157043,5,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
100,4985685,3158249,0.156519,6,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
100,4866351,3607361,0.154823,7,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
100,2577764,2558204,0.153874,8,model_ncf,NCF神经协同过滤根据用户Embedding和商品Embedding预测兴趣概率
